rally,ball_round,time,frame_num,roundscore_A,roundscore_B,player,server,type,aroundhead,backhand,hit_height,hit_area,hit_x,hit_y,landing_height,landing_area,landing_x,landing_y,lose_reason,win_reason,getpoint_player,flaw,player_location_area,player_location_x,player_location_y,opponent_location_area,opponent_location_x,opponent_location_y,db,set,match_id,rally_id
16,7,00:41:04,73938.0,9,7,Viktor AXELSEN,2,挑球,0,0,2.0,1,821.0,473.0,1.0,4,271.35561202067066,181.37454053979462,,,,,1.0,1.0451536309428338,0.5007054855108546,8.0,0.5378268311860194,-0.7952992674592952,0,2,27,2204
16,8,00:41:06,73982.0,9,7,Anthony Sinisuka GINTING,2,殺球,0,0,1.0,4,782.0,313.0,2.0,5,277.0518549426313,684.4786343545919,,,,,4.0,0.9651262064768608,-1.4600430398856474,8.0,0.5103397934202021,1.0292257068778838,0,2,27,2204
16,9,00:41:06,73997.0,9,7,Viktor AXELSEN,2,接殺防守,0,0,2.0,5,848.0,563.0,2.0,6,284.253732479756,329.2709721425216,,,,,8.0,0.5322636384253472,1.2125484760025185,4.0,1.0277307472542394,-1.6052816241971601,0,2,27,2204
16,10,00:41:07,74026.0,9,7,Anthony Sinisuka GINTING,2,網前球,0,1,2.0,6,816.0,371.0,2.0,1,275.5105261002386,534.9259925942989,,,,,8.0,0.9135430973981055,-0.7073206226779073,8.0,0.6084072433649232,1.1224515486259452,0,2,27,2204
16,11,00:41:08,74055.0,9,7,Viktor AXELSEN,2,網前球,0,0,2.0,1,824.0,471.0,2.0,2,284.93256967496114,434.70685361655063,,,,,1.0,0.9697950547149884,0.4456250801411379,8.0,0.42970855041159367,-0.8583589077336488,0,2,27,2204
16,12,00:41:09,74082.0,9,7,Anthony Sinisuka GINTING,2,挑球,0,1,2.0,2,829.0,419.0,1.0,4,103.33291793513754,787.9820921504585,,,,,2.0,0.9902481053997839,-0.289624199789273,7.0,0.666303953167724,0.4990064463716474,0,2,27,2204
16,13,00:41:11,74144.0,9,7,Viktor AXELSEN,2,切球,0,0,1.0,4,469.0,641.0,2.0,5,96.12951372540795,329.33294124962333,,,,,9.0,-0.8076348421855917,1.6066667904140015,8.0,-0.19226617555443057,-1.0153174164580907,0,2,27,2204
16,14,00:41:12,74167.0,9,7,Anthony Sinisuka GINTING,3,接殺防守,0,0,2.0,5,503.0,372.0,2.0,7,173.4571374042261,477.5215687182025,掛網,對手掛網,A,,8.0,-0.763120655680933,-0.789685496637094,8.0,-0.4524817244474384,1.3684240886689338,0,2,27,2204
17,1,00:41:40,75021.0,10,7,Viktor AXELSEN,1,發短球,0,1,2.0,7,,,2.0,7,203.53801713296355,378.3302674639719,,,,,8.0,-0.07932952784745266,0.8990398104954552,8.0,0.6949090363907278,-0.8193689172180223,0,2,27,2205
17,2,00:41:41,75041.0,10,7,Anthony Sinisuka GINTING,2,推撲球,0,0,2.0,7,683.0,393.0,2.0,8,178.30377086644717,652.0834052882361,,,,,7.0,0.5779063469463529,-0.4952879204741579,8.0,0.14247029129577948,0.8755237298173041,0,2,27,2205
17,3,00:41:41,75052.0,10,7,Viktor AXELSEN,2,接殺防守,0,1,2.0,8,640.0,542.0,2.0,6,251.91614367193478,326.53280503853364,,,,,8.0,0.4553471852062393,0.9657273880641117,8.0,0.47011702387266247,-0.6252233795961875,0,2,27,2205
17,4,00:41:42,75071.0,10,7,Anthony Sinisuka GINTING,2,平球,0,1,2.0,6,762.0,370.0,1.0,8,128.63385875499358,663.7472186602603,,,,,8.0,0.47982233794757245,-0.6731968215627916,8.0,0.34375576686683995,0.94123620266949,0,2,27,2205
17,5,00:41:42,75085.0,10,7,Viktor AXELSEN,2,平球,0,1,1.0,8,537.0,550.0,2.0,8,223.70414591672608,277.85135714149646,,,,,8.0,-0.28831141957822093,1.0415330025432403,8.0,0.29567949131405985,-0.8590631017106043,0,2,27,2205
17,6,00:41:43,75097.0,10,7,Anthony Sinisuka GINTING,2,平球,0,0,2.0,8,713.0,350.0,1.0,8,175.87405068515451,653.5901128067012,,,,,8.0,-0.07597239564922843,-0.798502434942205,8.0,0.2102679661613338,1.0436144237363045,0,2,27,2205
17,7,00:41:43,75109.0,10,7,Viktor AXELSEN,2,平球,0,0,1.0,8,635.0,543.0,1.0,8,122.58391194910918,329.653168290296,,,,,8.0,0.258938823370948,0.9887592899183204,8.0,-0.09215314084130455,-0.8990329188604251,0,2,27,2205
17,8,00:41:44,75128.0,10,7,Anthony Sinisuka GINTING,2,平球,0,0,1.0,8,547.0,372.0,2.0,8,157.40022949254973,684.783937577986,,,,,8.0,-0.5437617407887065,-0.8258505236695429,8.0,0.18802240086345504,0.9884610203938458,0,2,27,2205
17,9,00:41:44,75139.0,10,7,Viktor AXELSEN,2,接殺防守,0,1,2.0,8,596.0,564.0,1.0,9,246.76722881619202,192.06578248585583,,,,,8.0,0.3876987018326738,1.129165400956585,8.0,-0.42888337065071575,-0.900809355560486,0,2,27,2205
17,10,00:41:45,75170.0,10,7,Anthony Sinisuka GINTING,2,殺球,0,0,1.0,9,745.0,317.0,2.0,8,118.17853746096687,688.7716777473174,,,,,9.0,0.7665116761635657,-1.4611546893718073,8.0,0.5402784100782039,1.0215043097100363,0,2,27,2205
17,11,00:41:46,75186.0,10,7,Viktor AXELSEN,2,接殺防守,0,1,2.0,8,513.0,567.0,2.0,5,92.75618598636359,333.9573017426701,,,,,8.0,0.26176923461010015,1.0826370311231457,9.0,0.7722348203149785,-1.4325237335435486,0,2,27,2205
17,12,00:41:47,75218.0,10,7,Anthony Sinisuka GINTING,2,網前球,0,0,2.0,5,497.0,374.0,2.0,2,75.85237521469811,548.9021317447541,,,,,8.0,-0.5831283454246533,-0.7517492718611679,8.0,-0.09457185744441796,1.050139244644863,0,2,27,2205
17,13,00:41:48,75247.0,10,7,Viktor AXELSEN,2,挑球,0,1,2.0,2,444.0,480.0,1.0,4,285.0649759134126,170.40977110774728,,,,,2.0,-0.9874826543355965,0.5096834384745813,8.0,-0.535544565031826,-0.8133367243846171,0,2,27,2205
17,14,00:41:49,75291.0,10,7,Anthony Sinisuka GINTING,2,切球,0,1,1.0,4,802.0,309.0,2.0,1,271.6670839396519,585.5124046063692,,,,,4.0,1.1402432489385244,-1.5313022057678,8.0,0.27049135487879056,0.9967259092099887,0,2,27,2205
17,15,00:41:50,75319.0,10,7,Viktor AXELSEN,2,推撲球,0,0,2.0,1,823.0,500.0,1.0,4,269.1205878969833,186.86805563054781,,,,,8.0,0.8757901163075479,0.7113068466161548,8.0,0.32887917852745935,-1.1985896836855894,0,2,27,2205
17,16,00:41:51,75354.0,10,7,Anthony Sinisuka GINTING,2,殺球,0,0,1.0,4,779.0,315.0,2.0,6,68.31084162192693,650.9967061703085,,,,,9.0,0.8236899714831833,-1.5769653134495834,8.0,0.40712779014646394,1.0909503188477785,0,2,27,2205
17,17,00:41:52,75376.0,10,7,Viktor AXELSEN,2,接殺防守,0,1,2.0,6,414.0,542.0,2.0,5,90.71701979143225,340.88251580336123,,,,,6.0,-0.9622138102541968,0.9195922795419159,4.0,1.0633367656429826,-1.5609397013666733,0,2,27,2205
17,18,00:41:53,75407.0,10,7,Anthony Sinisuka GINTING,2,挑球,0,0,2.0,5,493.0,377.0,1.0,4,84.61213325409221,777.7930014927889,,,,,8.0,-0.7565213393518317,-0.7159545018550318,8.0,-0.30189410245415893,1.0022240278292152,0,2,27,2205
17,19,00:41:55,75451.0,10,7,Viktor AXELSEN,2,長球,0,0,1.0,4,428.0,633.0,1.0,3,60.54595014351699,175.8258341626833,,,,,9.0,-0.8082268720240274,1.5601090179123467,8.0,-0.48875998538318577,-0.9011252375528634,0,2,27,2205
17,20,00:41:56,75488.0,10,7,Anthony Sinisuka GINTING,3,長球,0,0,1.0,3,460.0,312.0,2.0,10,52.25790059801474,819.0159104101035,出界,對手出界,A,,3.0,-1.2917833798134148,-1.4583373408483837,8.0,-0.0002568155212983578,1.1729798539442875,0,2,27,2205
18,1,00:42:19,76194.0,11,7,Viktor AXELSEN,1,發短球,0,1,2.0,7,,,2.0,7,124.9517836141649,366.288265891921,,,,,8.0,0.14873940726951257,0.8591512052379304,8.0,-0.4237350320299034,-0.8003172661116246,0,2,27,2206
18,2,00:42:20,76219.0,11,7,Anthony Sinisuka GINTING,2,推撲球,0,0,2.0,7,549.0,388.0,1.0,6,89.74906556012265,666.3721098027628,,,,,8.0,-0.21800780626646082,-0.593060341038341,8.0,0.16618153937149144,0.8919499061777364,0,2,27,2206
18,3,00:42:21,76242.0,11,7,Viktor AXELSEN,2,平球,0,1,1.0,6,456.0,552.0,1.0,8,123.72580590179564,269.1095224399918,,,,,8.0,-0.49129875200319983,0.9935252942041833,8.0,-0.2704457186088141,-0.8620375459521377,0,2,27,2206
18,4,00:42:21,76255.0,11,7,Anthony Sinisuka GINTING,2,平球,0,0,1.0,8,552.0,347.0,1.0,8,229.6610014031958,657.1709838452441,,,,,8.0,-0.40062581011252907,-1.0952807104979134,8.0,-0.6323428030897436,1.0634445668209829,0,2,27,2206
18,5,00:42:22,76273.0,11,7,Viktor AXELSEN,2,接殺防守,0,0,1.0,8,746.0,545.0,2.0,8,156.00004037305652,311.14419636366614,,,,,8.0,0.3164435643498511,1.0284145272603684,8.0,-0.2469134064275512,-1.0680204111854865,0,2,27,2206
18,6,00:42:23,76297.0,11,7,Anthony Sinisuka GINTING,2,網前球,0,0,2.0,8,603.0,364.0,2.0,7,105.93046005847519,564.9839366956633,,,,,8.0,-0.00986086069108421,-0.8985987819352284,8.0,0.34792903988003465,0.9811982024196114,0,2,27,2206
18,7,00:42:24,76326.0,11,7,Viktor AXELSEN,2,推撲球,0,1,2.0,7,500.0,489.0,1.0,3,83.73610915443948,167.74808924522802,,,,,7.0,-0.5859079480254059,0.6357356996715922,8.0,-0.11459782294948699,-0.8991513268722059,0,2,27,2206
18,8,00:42:25,76360.0,11,7,Anthony Sinisuka GINTING,2,平球,0,0,1.0,3,496.0,309.0,1.0,6,87.93753338901985,675.2925430032818,,,,,9.0,-0.6410876304759054,-1.5852602098616175,8.0,-0.11951693130938787,0.9792300533996935,0,2,27,2206
18,9,00:42:25,76375.0,11,7,Viktor AXELSEN,2,接殺防守,0,1,1.0,6,451.0,558.0,2.0,8,135.7129949079779,301.2782959263832,,,,,8.0,-0.053840425244592406,1.0268654160347837,9.0,-0.4985216384061778,-1.4826094250029336,0,2,27,2206
18,10,00:42:26,76397.0,11,7,Anthony Sinisuka GINTING,2,網前球,0,0,2.0,8,570.0,360.0,2.0,7,173.229479898634,582.8044686576453,,,,,8.0,-0.23318946710894953,-0.8618418001333806,8.0,-0.2096495625750784,0.9388935898978605,0,2,27,2206
18,11,00:42:27,76420.0,11,7,Viktor AXELSEN,2,推撲球,0,1,2.0,7,630.0,499.0,1.0,4,256.6877668377112,172.83404158258648,,,,,8.0,0.27431889882398974,0.7001071413449106,8.0,-0.06899707864276511,-0.8358686886218442,0,2,27,2206
18,12,00:42:28,76451.0,11,7,Anthony Sinisuka GINTING,2,長球,0,0,1.0,4,759.0,310.0,1.0,3,282.8449019876825,768.1225979082453,,,,,9.0,0.42916002432021777,-1.377740125188236,8.0,0.40920300329307746,1.0522401279856115,0,2,27,2206
18,13,00:42:29,76475.0,11,7,Viktor AXELSEN,2,殺球,0,0,1.0,3,875.0,624.0,2.0,6,276.1973846979562,258.39657266611135,,,,,5.0,0.9545734805502134,1.3881936702759716,8.0,0.5300799710869082,-1.3490849857730087,0,2,27,2206
18,14,00:42:29,76489.0,11,7,Anthony Sinisuka GINTING,2,接殺防守,0,1,2.0,6,796.0,342.0,1.0,8,144.0687985030033,683.1937145369221,,,,,8.0,0.6891874023918089,-1.156128990726234,5.0,1.2863713760576265,1.403609199088801,0,2,27,2206
18,15,00:42:30,76507.0,11,7,Viktor AXELSEN,2,切球,0,1,1.0,8,568.0,563.0,2.0,8,163.3899578314462,323.10417785876797,,,,,8.0,0.32944876332677264,1.1365341942569689,8.0,0.057682628239537924,-0.9750727035401106,0,2,27,2206
18,16,00:42:31,76531.0,11,7,Anthony Sinisuka GINTING,2,推撲球,0,1,2.0,8,615.0,369.0,1.0,8,223.0826820598378,650.9921648713098,,,,,8.0,-0.5146056256421013,-0.7147038488878437,8.0,-0.11441530180954616,0.939296724785974,0,2,27,2206
18,17,00:42:31,76550.0,11,7,Viktor AXELSEN,2,切球,0,0,1.0,8,732.0,541.0,2.0,6,278.6099914324266,343.14185217495486,,,,,8.0,0.0520607227881039,0.9958081861357707,8.0,-0.2111782536994776,-0.8743354329034881,0,2,27,2206
18,18,00:42:32,76574.0,11,7,Anthony Sinisuka GINTING,2,推撲球,0,1,2.0,6,808.0,377.0,1.0,5,257.71306190650387,742.9981114374011,,,,,8.0,0.9002231654642238,-0.6469603165224243,8.0,0.2884856491979055,0.9888835618059524,0,2,27,2206
18,19,00:42:33,76596.0,11,7,Viktor AXELSEN,3,殺球,0,0,1.0,5,815.0,605.0,2.0,4,283.75091993975235,170.39239854211516,對手落地致勝,落地致勝,A,,8.0,0.5798185301691656,1.190360837280685,8.0,0.34431263128741374,-0.9735480846648464,0,2,27,2206
19,1,00:43:48,78855.0,11,8,Viktor AXELSEN,1,發短球,0,1,2.0,7,,,2.0,8,200.80745799726733,364.94706341540336,,,,,8.0,-0.07370203590619197,0.8746007020456906,8.0,0.6166921279155015,-0.7578115597282723,0,2,27,2207
19,2,00:43:49,78871.0,11,8,Anthony Sinisuka GINTING,2,推撲球,0,0,2.0,8,678.0,387.0,1.0,3,266.19539417677373,776.9002818858362,,,,,8.0,0.4521604285474605,-0.5542581477097631,8.0,0.08875490473537699,0.8341545069253081,0,2,27,2207
19,3,00:43:50,78906.0,11,8,Viktor AXELSEN,2,長球,0,0,1.0,3,839.0,631.0,1.0,4,259.35121908433223,186.74002592824058,,,,,9.0,0.8912543152226727,1.6132128663576026,8.0,0.17531473092433164,-0.784794783075454,0,2,27,2207
19,4,00:43:51,78942.0,11,8,Anthony Sinisuka GINTING,3,殺球,0,0,1.0,4,764.0,315.0,2.0,5,294.2995756397355,714.6500748100474,對手落地致勝,落地致勝,B,,4.0,0.965589517984371,-1.546867540309157,8.0,0.5734904990243775,1.1978116808338453,0,2,27,2207
21,1,00:44:43,80499.0,11,10,Anthony Sinisuka GINTING,1,發短球,0,1,2.0,7,,,2.0,7,126.47642466392045,575.5203506655895,,,,,8.0,0.1018490195365046,-0.8349734891152893,8.0,-0.6652868443965779,0.904666241861421,0,2,27,2209
21,2,00:44:43,80514.0,11,10,Viktor AXELSEN,2,挑球,0,0,2.0,7,539.0,495.0,1.0,4,270.84272723416126,178.593893142586,,,,,7.0,-0.6215301428972133,0.5828277666199794,8.0,0.04985588529436105,-0.8352459227770103,0,2,27,2209
21,3,00:44:45,80555.0,11,10,Anthony Sinisuka GINTING,2,殺球,0,0,1.0,4,781.0,312.0,2.0,5,282.97604075836176,681.6059859982475,,,,,9.0,0.7857969739221287,-1.504268284194999,8.0,0.21757160349640867,0.988585302278158,0,2,27,2209
21,4,00:44:45,80573.0,11,10,Viktor AXELSEN,2,網前球,0,0,2.0,5,860.0,561.0,2.0,1,103.00476241910923,374.9347953008443,,,,,8.0,0.861627746134646,1.138727987132371,4.0,0.9323269964789499,-1.620627655737443,0,2,27,2209
21,5,00:44:46,80603.0,11,10,Anthony Sinisuka GINTING,2,網前球,0,0,2.0,1,511.0,392.0,2.0,2,85.33643604162964,566.4990880005432,,,,,8.0,-0.5833222971533816,-0.5477827880827612,8.0,0.31496582337118567,0.9169311383896872,0,2,27,2209
21,6,00:44:47,80630.0,11,10,Viktor AXELSEN,2,挑球,0,1,2.0,2,460.0,490.0,1.0,9,250.89175108352052,169.9579816839167,,,,,2.0,-0.8849207959058184,0.6256772191346425,8.0,-0.3730630083291669,-0.8249573065000089,0,2,27,2209
21,7,00:44:49,80675.0,11,10,Anthony Sinisuka GINTING,2,殺球,0,0,1.0,9,750.0,309.0,2.0,6,84.1465348378163,682.6147287159879,,,,,9.0,0.8453429736795426,-1.5475464864501116,8.0,0.33994840913967245,1.0285128615657733,0,2,27,2209
21,8,00:44:49,80690.0,11,10,Viktor AXELSEN,3,接殺防守,0,0,2.0,6,442.0,563.0,2.0,10,41.762234391696715,369.76954899181294,出界,對手出界,B,,8.0,-0.3184723310415381,1.1414586245498317,9.0,0.8799789950895708,-1.5766465540561263,0,2,27,2209
28,1,00:48:59,88199.0,13,15,Anthony Sinisuka GINTING,1,發短球,0,1,2.0,7,,,2.0,8,119.42617003016142,603.9123513943573,,,,,8.0,0.131001670594615,-0.7850257233066152,8.0,-0.653885219152438,0.9610470231126094,0,2,27,2216
28,2,00:49:00,88221.0,13,15,Viktor AXELSEN,2,網前球,0,1,2.0,8,523.0,512.0,2.0,1,77.65338358494161,409.32985093006516,,,,,8.0,-0.2482233702281653,0.7064007351172492,8.0,-0.017272325947014378,-0.8859587131192098,0,2,27,2216
28,3,00:49:01,88247.0,13,15,Anthony Sinisuka GINTING,2,推撲球,0,0,2.0,1,464.0,408.0,1.0,9,235.21017394163525,777.8861846124222,,,,,1.0,-0.8981450745447932,-0.4680883701032362,8.0,-0.25206395588692143,0.7658699809934545,0,2,27,2216
28,4,00:49:02,88280.0,13,15,Viktor AXELSEN,2,平球,0,0,1.0,9,769.0,632.0,2.0,6,258.18153675231997,295.50652225995094,,,,,9.0,0.6175872108049391,1.5387577720960988,8.0,-0.14452495447912556,-0.899309208909726,0,2,27,2216
28,5,00:49:03,88296.0,13,15,Anthony Sinisuka GINTING,2,網前球,0,1,2.0,6,770.0,357.0,2.0,7,111.34227414081458,570.2201194289607,,,,,8.0,0.027517881711115525,-0.9494771321014109,8.0,0.5558955692598244,1.4217469481203764,0,2,27,2216
28,6,00:49:04,88322.0,13,15,Viktor AXELSEN,2,推撲球,0,1,2.0,7,510.0,492.0,1.0,3,76.79403115496781,173.25367970630012,,,,,8.0,-0.4162624188833532,0.6712363062086748,8.0,0.28254890755197604,-0.9225179111684948,0,2,27,2216
28,7,00:49:05,88357.0,13,15,Anthony Sinisuka GINTING,2,長球,0,0,1.0,3,485.0,311.0,1.0,5,273.89068001292844,701.7627579035436,,,,,9.0,-0.78915182141151,-1.5276290948082945,8.0,-0.07945525992326903,0.890903343105864,0,2,27,2216
28,8,00:49:06,88384.0,13,15,Viktor AXELSEN,2,切球,0,0,1.0,5,844.0,575.0,2.0,8,116.656730495501,331.91685327403854,,,,,5.0,1.0130396263984511,1.1317459326188335,8.0,-0.3027614424656513,-1.3536928464164288,0,2,27,2216
28,9,00:49:06,88406.0,13,15,Anthony Sinisuka GINTING,3,網前球,0,0,2.0,8,537.0,373.0,2.0,1,101.13208169720609,478.6664367312121,掛網,對手掛網,A,,8.0,-0.23836046655405735,-0.7869506767334503,5.0,0.9993474695160934,1.1468853769990954,0,2,27,2216
29,1,00:49:23,88891.0,13,16,Viktor AXELSEN,1,發短球,0,1,2.0,7,,,2.0,7,187.80902333940054,373.71829951617104,,,,,8.0,-0.09256493309868366,0.8250908881954313,8.0,0.7245564655508706,-0.8192137807833406,0,2,27,2217
29,2,00:49:23,88913.0,13,16,Anthony Sinisuka GINTING,2,推撲球,0,0,2.0,7,656.0,391.0,1.0,8,110.50541555547773,749.6118548549034,,,,,8.0,0.5281262543352601,-0.6249262609359437,8.0,0.08767236098205514,0.9721481103915988,0,2,27,2217
29,3,00:49:24,88940.0,13,16,Viktor AXELSEN,3,殺球,0,0,1.0,8,490.0,611.0,2.0,10,310.70886016830514,273.95342660771445,出界,對手出界,B,,8.0,-0.40248898845138253,1.2750542822199489,8.0,-0.1304781901249761,-0.9503152242424923,0,2,27,2217
34,1,00:51:01,91842.0,13,21,Anthony Sinisuka GINTING,1,發短球,0,1,2.0,7,,,2.0,7,206.19250557999447,569.4891878700922,,,,,8.0,-0.08418019956947584,-0.8610588995488481,8.0,0.42971565269571194,0.8930727227588667,0,2,27,2222
34,2,00:51:02,91863.0,13,21,Viktor AXELSEN,3,網前球,0,1,2.0,7,694.0,491.0,2.0,1,93.1367173363964,472.7226846147662,掛網,對手掛網,B,,8.0,0.4275849595519846,0.7093505137965165,8.0,0.16888503374419958,-0.847158129681293,0,2,27,2222
1,1,00:53:17,95939.0,0,1,Anthony Sinisuka GINTING,1,發短球,0,1,2.0,7,,,2.0,7,131.1469099716961,377.47786543921654,,,,,8.0,0.09508203753146638,0.8009306274344272,8.0,-0.38731795615522047,-0.8125621452624529,0,3,27,2223
1,2,00:53:18,95959.0,0,1,Viktor AXELSEN,3,推撲球,0,0,2.0,7,559.0,393.0,2.0,10,110.78213378758585,819.5261054392649,出界,對手出界,B,,8.0,-0.18071195023085113,-0.5457395559013509,8.0,0.1741029669081929,0.7929113230368922,0,3,27,2223
7,1,00:55:42,100287.0,2,5,Anthony Sinisuka GINTING,1,發短球,0,1,2.0,7,,,2.0,8,130.11586734880652,361.8607388075254,,,,,8.0,0.12456309236554206,0.8672568161161246,8.0,-0.368445402934175,-0.8878088188573633,0,3,27,2229
7,2,00:55:43,100308.0,2,5,Viktor AXELSEN,2,網前球,0,0,2.0,8,558.0,386.0,2.0,7,171.9056106992447,502.4221051220326,,,,,8.0,-0.24844721952756843,-0.6408651337619622,8.0,0.11290916006000161,0.8342582059877319,0,3,27,2229
7,3,00:55:44,100332.0,2,5,Anthony Sinisuka GINTING,2,挑球,0,1,2.0,7,628.0,454.0,1.0,4,281.4653360887298,175.95163333874902,,,,,7.0,0.15548373772338006,0.44194781996575533,8.0,-0.06760271619364189,-0.7123929385857753,0,3,27,2229
7,4,00:55:45,100378.0,2,5,Viktor AXELSEN,2,殺球,0,0,1.0,4,797.0,311.0,2.0,5,271.26509455642133,665.1443900635668,,,,,9.0,0.8921408199533489,-1.5327010100496186,8.0,0.3272367939389889,0.9088858523297029,0,3,27,2229
7,5,00:55:46,100392.0,2,5,Anthony Sinisuka GINTING,2,網前球,0,0,2.0,5,833.0,550.0,2.0,1,77.57142066917959,370.1928472642675,,,,,8.0,0.6350445499510727,1.0140375129403136,4.0,1.0187103787093903,-1.5174512582825008,0,3,27,2229
7,6,00:55:47,100426.0,2,5,Viktor AXELSEN,2,挑球,0,0,2.0,1,468.0,390.0,1.0,4,91.15279142348378,776.5877584702938,,,,,8.0,-0.8266886640111036,-0.5373107687486701,8.0,0.4250612430304796,0.8685412999879206,0,3,27,2229
7,7,00:55:49,100476.0,2,5,Anthony Sinisuka GINTING,2,殺球,0,0,1.0,4,443.0,632.0,2.0,5,71.74029812421108,253.2682185002718,,,,,4.0,-0.9934686433669403,1.625702624476343,8.0,-0.5114039847416544,-1.0300704150676419,0,3,27,2229
7,8,00:55:49,100493.0,2,5,Viktor AXELSEN,2,接殺防守,0,0,2.0,5,470.0,341.0,2.0,2,91.42954590949148,581.9571470152518,,,,,8.0,-0.499263679523337,-1.0825748168038165,9.0,-0.6962929768680051,1.5403869391299736,0,3,27,2229
7,9,00:55:50,100517.0,2,5,Anthony Sinisuka GINTING,2,網前球,0,1,2.0,2,470.0,499.0,2.0,2,293.06960531044683,374.96096077874734,,,,,6.0,-0.8793805102881789,0.720746281891047,5.0,-1.079782858635879,-1.0856970711879388,0,3,27,2229
7,10,00:55:51,100546.0,2,5,Viktor AXELSEN,3,挑球,0,1,2.0,2,836.0,391.0,2.0,10,111.20914396593453,819.5298279736497,出界,對手出界,B,,2.0,0.9933931023644456,-0.5047907819259144,8.0,-0.21577010639227567,0.7575880823159569,0,3,27,2229
9,1,00:56:48,102248.0,3,6,Viktor AXELSEN,1,發短球,0,1,2.0,7,,,1.0,7,159.32466817668447,574.1525253494377,,,,,8.0,0.1529895116936854,-0.7725492154675205,8.0,-0.5226241244436713,0.8149364000387825,0,3,27,2231
9,2,00:56:48,102265.0,3,6,Anthony Sinisuka GINTING,2,推撲球,0,0,1.0,7,603.0,494.0,2.0,8,161.62847625795254,262.0265441682708,,,,,7.0,-0.4676461259688936,0.5479291757920842,8.0,-0.07780968719127344,-0.950035843509298,0,3,27,2231
9,3,00:56:49,102275.0,3,6,Viktor AXELSEN,3,接殺防守,0,1,2.0,8,613.0,344.0,2.0,10,-96.13149174022895,139.72580864035143,出界,對手出界,B,,8.0,-0.3620834664087746,-0.9131744678795917,7.0,-0.46430716730660976,0.5029909458491565,0,3,27,2231
19,1,01:03:23,114101.0,8,11,Anthony Sinisuka GINTING,1,發短球,0,1,2.0,7,,,2.0,7,123.90212564974588,589.0297677618843,,,,,8.0,0.07191412538859493,-0.7853336616716721,8.0,-0.6271610620350591,0.9290789988069547,0,3,27,2240
19,2,01:03:23,114112.0,8,11,Viktor AXELSEN,2,網前球,0,0,2.0,7,533.0,503.0,2.0,2,270.8990501711183,394.42264402042963,,,,,8.0,-0.5535425455581277,0.7306843369061434,8.0,-0.03958274825195686,-0.8734326365101225,0,3,27,2240
19,3,01:03:24,114138.0,8,11,Anthony Sinisuka GINTING,2,推撲球,0,1,2.0,2,800.0,400.0,1.0,5,283.5738609280428,743.237480709931,,,,,7.0,0.8877335060552956,-0.3794112969258441,8.0,-0.10544203520863198,0.7833240131321068,0,3,27,2240
19,4,01:03:25,114162.0,8,11,Viktor AXELSEN,3,殺球,0,0,1.0,5,872.0,605.0,2.0,3,73.69507925029102,164.8038573597297,對手落地致勝,落地致勝,A,,8.0,0.5145744546235312,1.2199049094195462,8.0,0.6930707391579464,-0.6002695302859132,0,3,27,2240
20,1,01:03:43,114703.0,9,11,Viktor AXELSEN,1,發長球,0,1,2.0,7,,,1.0,9,110.79437524442103,187.54519459092077,,,,,8.0,0.13790941837613438,0.7759769932538454,8.0,-0.48008199569270316,-0.7512144007489706,0,3,27,2241
20,2,01:03:44,114734.0,9,11,Anthony Sinisuka GINTING,2,殺球,0,0,1.0,9,536.0,316.0,2.0,6,89.76948988713954,695.7138648879389,,,,,9.0,-0.5871142891722259,-1.4975243363527284,8.0,0.2638128022331285,1.0203464642786226,0,3,27,2241
20,3,01:03:44,114748.0,9,11,Viktor AXELSEN,2,接殺防守,0,1,2.0,6,452.0,572.0,2.0,5,61.08173361489539,326.56589129473986,,,,,8.0,-0.5544019887699163,1.2229654427605212,9.0,-0.7102007245216237,-1.5417350296781864,0,3,27,2241
20,4,01:03:46,114781.0,9,11,Anthony Sinisuka GINTING,2,網前球,0,0,2.0,5,445.0,371.0,2.0,2,58.76813570450218,538.0178018048204,,,,,5.0,-0.9517795999459308,-0.6926667642741234,8.0,-0.33853256322773906,0.9783079031879586,0,3,27,2241
20,5,01:03:47,114812.0,9,11,Viktor AXELSEN,2,挑球,0,1,2.0,2,413.0,474.0,1.0,4,288.6553636330824,187.124063113743,,,,,2.0,-1.1375981392978316,0.5180271385829686,8.0,-0.5029742620136112,-0.88851756514357,0,3,27,2241
20,6,01:03:48,114859.0,9,11,Anthony Sinisuka GINTING,2,殺球,0,0,1.0,4,809.0,315.0,2.0,5,272.01845054467447,668.1537777153945,,,,,4.0,1.2131184188460384,-1.4730153934036394,8.0,0.3371211217005249,0.9572396819875587,0,3,27,2241
20,7,01:03:49,114871.0,9,11,Viktor AXELSEN,2,網前球,0,0,2.0,5,835.0,552.0,2.0,8,114.74590156965837,278.9766954235632,,,,,8.0,0.6057519357480718,1.0840654859362437,4.0,1.368235732249175,-1.5009940811081097,0,3,27,2241
20,8,01:03:50,114902.0,9,11,Anthony Sinisuka GINTING,2,推撲球,0,0,2.0,8,537.0,351.0,1.0,8,248.94159224637548,745.5842368246641,,,,,8.0,-0.30355399475869593,-0.9512333070149882,8.0,0.3114982625705266,1.0047984102377938,0,3,27,2241
20,9,01:03:51,114930.0,9,11,Viktor AXELSEN,2,切球,0,0,1.0,8,796.0,607.0,2.0,8,107.74752044429543,334.1382865137981,,,,,8.0,0.3246222192698436,1.1136366763868057,8.0,-0.1387292861143536,-0.9890517788263061,0,3,27,2241
