batch 0: Pandas(Index=0, rally_id=2, player=1, type=1, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=0.066525905759233, player_location_y=0.8842830930602202, opponent_location_x=-0.3679183993593016, opponent_location_y=-0.8490659150160242, ball_round=1, set=1, match_id=1, getpoint_player=nan, roundscore_A=2, roundscore_B=1)
batch 1832: Pandas(Index=1832, rally_id=400, player=2, type=2, player_location_area=8.0, opponent_location_area=8.0, hit_area=4, player_location_x=-0.6274113094520736, player_location_y=1.4974678704889814, opponent_location_x=-0.1246987049538353, opponent_location_y=-1.021612257842296, ball_round=5, set=2, match_id=5, getpoint_player=nan, roundscore_A=9, roundscore_B=18)
batch 1833: Pandas(Index=1833, rally_id=400, player=1, type=4, player_location_area=8.0, opponent_location_area=8.0, hit_area=5, player_location_x=-0.8614672308229606, player_location_y=-1.1089268929056262, opponent_location_x=-0.2197449527565151, opponent_location_y=1.2118948201837103, ball_round=6, set=2, match_id=5, getpoint_player='A', roundscore_A=9, roundscore_B=18)
batch 1834: Pandas(Index=1834, rally_id=403, player=2, type=1, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=0.0784081806268447, player_location_y=0.8014738760434875, opponent_location_x=-0.7072498507883086, opponent_location_y=-0.9552991718324074, ball_round=1, set=2, match_id=5, getpoint_player=nan, roundscore_A=10, roundscore_B=20)
batch 1835: Pandas(Index=1835, rally_id=403, player=1, type=3, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=-0.3420740594757216, player_location_y=-0.541764917968829, opponent_location_x=0.0662196311445505, opponent_location_y=0.8412695655383384, ball_round=2, set=2, match_id=5, getpoint_player=nan, roundscore_A=10, roundscore_B=20)
batch 1836: Pandas(Index=1836, rally_id=403, player=2, type=2, player_location_area=9.0, opponent_location_area=8.0, hit_area=3, player_location_x=0.7957327695047816, player_location_y=1.7024902334379035, opponent_location_x=0.4912508119178951, opponent_location_y=-0.9827552187874572, ball_round=3, set=2, match_id=5, getpoint_player=nan, roundscore_A=10, roundscore_B=20)
batch 1837: Pandas(Index=1837, rally_id=403, player=1, type=9, player_location_area=4.0, opponent_location_area=8.0, hit_area=4, player_location_x=1.1649997770959868, player_location_y=-1.5043452343422328, opponent_location_x=0.4048214692245895, opponent_location_y=1.2656214380749808, ball_round=4, set=2, match_id=5, getpoint_player=nan, roundscore_A=10, roundscore_B=20)
batch 1838: Pandas(Index=1838, rally_id=403, player=2, type=7, player_location_area=6.0, opponent_location_area=8.0, hit_area=2, player_location_x=-0.9058921712922466, player_location_y=0.7398099072067316, opponent_location_x=0.2881731432513488, opponent_location_y=-1.2222341608392118, ball_round=5, set=2, match_id=5, getpoint_player=nan, roundscore_A=10, roundscore_B=20)
batch 1839: Pandas(Index=1839, rally_id=403, player=1, type=8, player_location_area=7.0, opponent_location_area=8.0, hit_area=1, player_location_x=-0.7780851353748586, player_location_y=-0.335217136652252, opponent_location_x=-0.6299145543140737, opponent_location_y=0.7086929912930587, ball_round=6, set=2, match_id=5, getpoint_player=nan, roundscore_A=10, roundscore_B=20)
batch 1840: Pandas(Index=1840, rally_id=403, player=2, type=9, player_location_area=3.0, opponent_location_area=8.0, hit_area=3, player_location_x=0.9431544261077812, player_location_y=1.6644055299556484, opponent_location_x=0.4076079885121225, opponent_location_y=-0.9138610244880032, ball_round=7, set=2, match_id=5, getpoint_player=nan, roundscore_A=10, roundscore_B=20)
batch 1841: Pandas(Index=1841, rally_id=403, player=1, type=7, player_location_area=6.0, opponent_location_area=8.0, hit_area=6, player_location_x=1.0225743247888723, player_location_y=-0.9562497981679392, opponent_location_x=0.5859351966445833, opponent_location_y=1.4421013876429154, ball_round=8, set=2, match_id=5, getpoint_player=nan, roundscore_A=10, roundscore_B=20)
batch 1842: Pandas(Index=1842, rally_id=403, player=2, type=8, player_location_area=7.0, opponent_location_area=8.0, hit_area=2, player_location_x=-0.7079443326359813, player_location_y=0.6006700083478904, opponent_location_x=-0.0041101202971553, opponent_location_y=-0.8478753401549003, ball_round=9, set=2, match_id=5, getpoint_player=nan, roundscore_A=10, roundscore_B=20)
batch 1843: Pandas(Index=1843, rally_id=403, player=1, type=2, player_location_area=9.0, opponent_location_area=8.0, hit_area=9, player_location_x=0.5928185764551894, player_location_y=-1.5856291873055124, opponent_location_x=0.169208112500702, opponent_location_y=0.9514920938197704, ball_round=10, set=2, match_id=5, getpoint_player=nan, roundscore_A=10, roundscore_B=20)
batch 1844: Pandas(Index=1844, rally_id=403, player=2, type=4, player_location_area=3.0, opponent_location_area=8.0, hit_area=3, player_location_x=1.193076624216028, player_location_y=1.6591208417075158, opponent_location_x=0.4264333317506015, opponent_location_y=-1.041707464515481, ball_round=11, set=2, match_id=5, getpoint_player=nan, roundscore_A=10, roundscore_B=20)
batch 1845: Pandas(Index=1845, rally_id=403, player=1, type=5, player_location_area=8.0, opponent_location_area=3.0, hit_area=6, player_location_x=0.76389223638822, player_location_y=-0.9578404206743476, opponent_location_x=0.9372353234001038, opponent_location_y=1.5119813422951065, ball_round=12, set=2, match_id=5, getpoint_player=nan, roundscore_A=10, roundscore_B=20)
batch 1846: Pandas(Index=1846, rally_id=403, player=2, type=7, player_location_area=8.0, opponent_location_area=8.0, hit_area=1, player_location_x=0.8835533690368229, player_location_y=0.6674701225222547, opponent_location_x=0.3731369291716594, opponent_location_y=-0.7334021697947147, ball_round=13, set=2, match_id=5, getpoint_player='A', roundscore_A=10, roundscore_B=20)
batch 1847: Pandas(Index=1847, rally_id=404, player=1, type=1, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=-0.0532893622490611, player_location_y=-0.702791980825482, opponent_location_x=0.4902610436024155, opponent_location_y=1.0600799592182124, ball_round=1, set=2, match_id=5, getpoint_player=nan, roundscore_A=11, roundscore_B=20)
batch 1848: Pandas(Index=1848, rally_id=404, player=2, type=3, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=0.5071062552701671, player_location_y=0.7065815402468871, opponent_location_x=0.0909826251259668, opponent_location_y=-0.7796881526033467, ball_round=2, set=2, match_id=5, getpoint_player=nan, roundscore_A=11, roundscore_B=20)
batch 1849: Pandas(Index=1849, rally_id=404, player=1, type=2, player_location_area=9.0, opponent_location_area=8.0, hit_area=9, player_location_x=0.693987760342217, player_location_y=-1.4308387480962097, opponent_location_x=0.2581286312904567, opponent_location_y=1.0361941248910975, ball_round=3, set=2, match_id=5, getpoint_player=nan, roundscore_A=11, roundscore_B=20)
batch 1850: Pandas(Index=1850, rally_id=404, player=2, type=2, player_location_area=8.0, opponent_location_area=8.0, hit_area=4, player_location_x=-0.6430127198625607, player_location_y=1.3875506994301865, opponent_location_x=-0.0873045683804705, opponent_location_y=-1.0096678455626769, ball_round=4, set=2, match_id=5, getpoint_player=nan, roundscore_A=11, roundscore_B=20)
batch 1851: Pandas(Index=1851, rally_id=404, player=1, type=2, player_location_area=8.0, opponent_location_area=8.0, hit_area=3, player_location_x=-0.6648361975577753, player_location_y=-1.1917746289812188, opponent_location_x=-0.654506808925545, opponent_location_y=1.3243685073402134, ball_round=5, set=2, match_id=5, getpoint_player=nan, roundscore_A=11, roundscore_B=20)
batch 1852: Pandas(Index=1852, rally_id=404, player=2, type=9, player_location_area=9.0, opponent_location_area=8.0, hit_area=9, player_location_x=0.6252470111415797, player_location_y=1.617087638178921, opponent_location_x=0.0761054182865894, opponent_location_y=-1.0556668476779727, ball_round=6, set=2, match_id=5, getpoint_player=nan, roundscore_A=11, roundscore_B=20)
batch 1853: Pandas(Index=1853, rally_id=404, player=1, type=7, player_location_area=6.0, opponent_location_area=8.0, hit_area=2, player_location_x=1.187929693264203, player_location_y=-0.640517004095354, opponent_location_x=0.3377838807490888, opponent_location_y=1.3645417847948031, ball_round=7, set=2, match_id=5, getpoint_player=nan, roundscore_A=11, roundscore_B=20)
batch 1854: Pandas(Index=1854, rally_id=404, player=2, type=7, player_location_area=1.0, opponent_location_area=8.0, hit_area=1, player_location_x=1.0875930401421947, player_location_y=0.5172914004183328, opponent_location_x=0.8295786542570496, opponent_location_y=-0.7417509020066962, ball_round=8, set=2, match_id=5, getpoint_player=nan, roundscore_A=11, roundscore_B=20)
batch 1855: Pandas(Index=1855, rally_id=404, player=1, type=8, player_location_area=7.0, opponent_location_area=8.0, hit_area=1, player_location_x=-0.8226708954510885, player_location_y=-0.3662909319914928, opponent_location_x=0.0907182630208082, opponent_location_y=0.7125391056824384, ball_round=9, set=2, match_id=5, getpoint_player=nan, roundscore_A=11, roundscore_B=20)
batch 1856: Pandas(Index=1856, rally_id=404, player=2, type=6, player_location_area=8.0, opponent_location_area=8.0, hit_area=6, player_location_x=-0.7708228860996204, player_location_y=1.3167073092006067, opponent_location_x=-0.3679700072656801, opponent_location_y=-0.8049119815340694, ball_round=10, set=2, match_id=5, getpoint_player=nan, roundscore_A=11, roundscore_B=20)
batch 1857: Pandas(Index=1857, rally_id=404, player=1, type=5, player_location_area=8.0, opponent_location_area=8.0, hit_area=8, player_location_x=0.0395675011384539, player_location_y=-0.8931795068565407, opponent_location_x=-0.5265202372000536, opponent_location_y=1.1811556996431822, ball_round=11, set=2, match_id=5, getpoint_player=nan, roundscore_A=11, roundscore_B=20)
batch 1858: Pandas(Index=1858, rally_id=404, player=2, type=3, player_location_area=8.0, opponent_location_area=8.0, hit_area=2, player_location_x=-0.8501559398668024, player_location_y=0.7401064987907002, opponent_location_x=-0.2928348091770273, opponent_location_y=-0.9411940655778296, ball_round=12, set=2, match_id=5, getpoint_player=nan, roundscore_A=11, roundscore_B=20)
batch 1859: Pandas(Index=1859, rally_id=404, player=1, type=9, player_location_area=9.0, opponent_location_area=8.0, hit_area=4, player_location_x=0.7464526572079581, player_location_y=-1.532778203936324, opponent_location_x=0.210501503740917, opponent_location_y=1.020755125549525, ball_round=13, set=2, match_id=5, getpoint_player=nan, roundscore_A=11, roundscore_B=20)
batch 1860: Pandas(Index=1860, rally_id=404, player=2, type=7, player_location_area=5.0, opponent_location_area=8.0, hit_area=5, player_location_x=0.986481745207836, player_location_y=0.8777349496327739, opponent_location_x=0.4273078110331305, opponent_location_y=-1.3073188696830629, ball_round=14, set=2, match_id=5, getpoint_player=nan, roundscore_A=11, roundscore_B=20)
batch 1861: Pandas(Index=1861, rally_id=404, player=1, type=8, player_location_area=7.0, opponent_location_area=8.0, hit_area=2, player_location_x=0.9149158055356142, player_location_y=-0.2947303754791577, opponent_location_x=0.6315073142491668, opponent_location_y=0.8044019757683772, ball_round=15, set=2, match_id=5, getpoint_player=nan, roundscore_A=11, roundscore_B=20)
batch 1862: Pandas(Index=1862, rally_id=404, player=2, type=2, player_location_area=3.0, opponent_location_area=8.0, hit_area=3, player_location_x=0.970092151571135, player_location_y=1.6710305450719076, opponent_location_x=0.4048158642642138, opponent_location_y=-0.8227523238671471, ball_round=16, set=2, match_id=5, getpoint_player=nan, roundscore_A=11, roundscore_B=20)
batch 1863: Pandas(Index=1863, rally_id=404, player=1, type=4, player_location_area=8.0, opponent_location_area=8.0, hit_area=8, player_location_x=-0.201696220824122, player_location_y=-1.1167510294177612, opponent_location_x=0.4912249461762661, opponent_location_y=1.400180773014048, ball_round=17, set=2, match_id=5, getpoint_player=nan, roundscore_A=11, roundscore_B=20)
batch 1864: Pandas(Index=1864, rally_id=404, player=2, type=5, player_location_area=8.0, opponent_location_area=8.0, hit_area=6, player_location_x=0.0613038982403565, player_location_y=1.1987682492366172, opponent_location_x=-0.497826379424838, opponent_location_y=-1.178638737270144, ball_round=18, set=2, match_id=5, getpoint_player=nan, roundscore_A=11, roundscore_B=20)
batch 1865: Pandas(Index=1865, rally_id=404, player=1, type=3, player_location_area=5.0, opponent_location_area=8.0, hit_area=5, player_location_x=-1.0566717870764013, player_location_y=-0.7754554050646675, opponent_location_x=-0.3845369358872955, opponent_location_y=0.9871100790717005, ball_round=19, set=2, match_id=5, getpoint_player=nan, roundscore_A=11, roundscore_B=20)
batch 1866: Pandas(Index=1866, rally_id=404, player=2, type=2, player_location_area=9.0, opponent_location_area=8.0, hit_area=4, player_location_x=-0.7974748189103266, player_location_y=1.5437511915182576, opponent_location_x=-0.3062858366023354, opponent_location_y=-0.9067519748345289, ball_round=20, set=2, match_id=5, getpoint_player=nan, roundscore_A=11, roundscore_B=20)
batch 1867: Pandas(Index=1867, rally_id=404, player=1, type=2, player_location_area=8.0, opponent_location_area=8.0, hit_area=3, player_location_x=-0.7769070968996873, player_location_y=-1.3646972115852345, opponent_location_x=-0.3237238851806569, opponent_location_y=1.2403340771372526, ball_round=21, set=2, match_id=5, getpoint_player=nan, roundscore_A=11, roundscore_B=20)
batch 1868: Pandas(Index=1868, rally_id=404, player=2, type=4, player_location_area=8.0, opponent_location_area=8.0, hit_area=4, player_location_x=-0.8601015206269849, player_location_y=1.4417646841455494, opponent_location_x=-0.1888758656778029, opponent_location_y=-1.2009124309385162, ball_round=22, set=2, match_id=5, getpoint_player=nan, roundscore_A=11, roundscore_B=20)
batch 1869: Pandas(Index=1869, rally_id=404, player=1, type=7, player_location_area=8.0, opponent_location_area=8.0, hit_area=5, player_location_x=-0.2474992558306804, player_location_y=-1.140969713754248, opponent_location_x=-0.8081941220352709, opponent_location_y=1.344746429044377, ball_round=23, set=2, match_id=5, getpoint_player=nan, roundscore_A=11, roundscore_B=20)
batch 1870: Pandas(Index=1870, rally_id=404, player=2, type=7, player_location_area=8.0, opponent_location_area=8.0, hit_area=1, player_location_x=0.6427602753174319, player_location_y=0.7236495323757316, opponent_location_x=-0.0362688538210583, opponent_location_y=-1.0918980067520117, ball_round=24, set=2, match_id=5, getpoint_player=nan, roundscore_A=11, roundscore_B=20)
batch 1871: Pandas(Index=1871, rally_id=404, player=1, type=8, player_location_area=7.0, opponent_location_area=8.0, hit_area=2, player_location_x=0.925281401224859, player_location_y=-0.2541724237897765, opponent_location_x=0.3946874184221621, opponent_location_y=0.7223265162637649, ball_round=25, set=2, match_id=5, getpoint_player='A', roundscore_A=11, roundscore_B=20)
batch 1872: Pandas(Index=1872, rally_id=405, player=1, type=1, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=0.0693742758694151, player_location_y=-0.6800504816997144, opponent_location_x=-0.6286551695535265, opponent_location_y=1.0164015708753176, ball_round=1, set=2, match_id=5, getpoint_player=nan, roundscore_A=11, roundscore_B=21)
batch 1873: Pandas(Index=1873, rally_id=405, player=2, type=7, player_location_area=7.0, opponent_location_area=8.0, hit_area=7, player_location_x=-0.5359360420637144, player_location_y=0.5425586711209593, opponent_location_x=-0.154810687486851, opponent_location_y=-0.7255040771366543, ball_round=2, set=2, match_id=5, getpoint_player=nan, roundscore_A=11, roundscore_B=21)
batch 1874: Pandas(Index=1874, rally_id=405, player=1, type=8, player_location_area=1.0, opponent_location_area=8.0, hit_area=1, player_location_x=-0.9019570967208276, player_location_y=-0.2547043763327551, opponent_location_x=-0.5146618784413968, opponent_location_y=0.6682350621610466, ball_round=3, set=2, match_id=5, getpoint_player=nan, roundscore_A=11, roundscore_B=21)
batch 1875: Pandas(Index=1875, rally_id=405, player=2, type=9, player_location_area=3.0, opponent_location_area=8.0, hit_area=3, player_location_x=1.0634138319691036, player_location_y=1.6323627750690255, opponent_location_x=0.5042233319522439, opponent_location_y=-0.9363019387487906, ball_round=4, set=2, match_id=5, getpoint_player=nan, roundscore_A=11, roundscore_B=21)
batch 1876: Pandas(Index=1876, rally_id=405, player=1, type=8, player_location_area=8.0, opponent_location_area=8.0, hit_area=2, player_location_x=0.9236338190088084, player_location_y=-0.5663574590625515, opponent_location_x=0.3411731882295324, opponent_location_y=1.0593092276324183, ball_round=5, set=2, match_id=5, getpoint_player=nan, roundscore_A=11, roundscore_B=21)
batch 1877: Pandas(Index=1877, rally_id=405, player=2, type=9, player_location_area=9.0, opponent_location_area=8.0, hit_area=3, player_location_x=0.825683751746804, player_location_y=1.6180697533846675, opponent_location_x=0.5342253410923883, opponent_location_y=-0.94767237773457, ball_round=6, set=2, match_id=5, getpoint_player=nan, roundscore_A=11, roundscore_B=21)
batch 1878: Pandas(Index=1878, rally_id=405, player=1, type=3, player_location_area=8.0, opponent_location_area=8.0, hit_area=1, player_location_x=-0.8473015984521571, player_location_y=-0.5554596048202217, opponent_location_x=0.1550351576652219, opponent_location_y=1.2138040544502218, ball_round=7, set=2, match_id=5, getpoint_player=nan, roundscore_A=11, roundscore_B=21)
batch 1879: Pandas(Index=1879, rally_id=405, player=2, type=9, player_location_area=8.0, opponent_location_area=8.0, hit_area=6, player_location_x=-0.7520108533752572, player_location_y=1.33094000712502, opponent_location_x=-0.2911484507498696, opponent_location_y=-0.8952019807392668, ball_round=8, set=2, match_id=5, getpoint_player=nan, roundscore_A=11, roundscore_B=21)
batch 1880: Pandas(Index=1880, rally_id=405, player=1, type=3, player_location_area=8.0, opponent_location_area=8.0, hit_area=8, player_location_x=-0.4362404442242698, player_location_y=-0.7161382933383106, opponent_location_x=-0.2425674412412955, opponent_location_y=1.0788611528595489, ball_round=9, set=2, match_id=5, getpoint_player=nan, roundscore_A=11, roundscore_B=21)
batch 1881: Pandas(Index=1881, rally_id=405, player=2, type=2, player_location_area=3.0, opponent_location_area=8.0, hit_area=3, player_location_x=0.9314541012500124, player_location_y=1.6185880149980356, opponent_location_x=0.3268890846397021, opponent_location_y=-0.9258602101072594, ball_round=10, set=2, match_id=5, getpoint_player=nan, roundscore_A=11, roundscore_B=21)
batch 1882: Pandas(Index=1882, rally_id=405, player=1, type=4, player_location_area=9.0, opponent_location_area=8.0, hit_area=9, player_location_x=0.7862643188038565, player_location_y=-1.545441320286869, opponent_location_x=0.3277492615100242, opponent_location_y=1.111700325747081, ball_round=11, set=2, match_id=5, getpoint_player=nan, roundscore_A=11, roundscore_B=21)
batch 1883: Pandas(Index=1883, rally_id=405, player=2, type=5, player_location_area=8.0, opponent_location_area=9.0, hit_area=6, player_location_x=-0.0050468770978931, player_location_y=1.0348307057321733, opponent_location_x=0.6012584229005101, opponent_location_y=-1.5986169655735816, ball_round=12, set=2, match_id=5, getpoint_player=nan, roundscore_A=11, roundscore_B=21)
batch 1884: Pandas(Index=1884, rally_id=405, player=1, type=8, player_location_area=5.0, opponent_location_area=8.0, hit_area=1, player_location_x=-0.8960291254065728, player_location_y=-0.5450576149431514, opponent_location_x=-0.6892407508437558, opponent_location_y=0.8767948483710502, ball_round=13, set=2, match_id=5, getpoint_player=nan, roundscore_A=11, roundscore_B=21)
batch 1885: Pandas(Index=1885, rally_id=405, player=2, type=4, player_location_area=9.0, opponent_location_area=8.0, hit_area=9, player_location_x=0.2070521731110011, player_location_y=1.6477905347639048, opponent_location_x=0.1869499107481243, opponent_location_y=-0.938249277011737, ball_round=14, set=2, match_id=5, getpoint_player=nan, roundscore_A=11, roundscore_B=21)
batch 1886: Pandas(Index=1886, rally_id=405, player=1, type=5, player_location_area=6.0, opponent_location_area=9.0, hit_area=6, player_location_x=0.9557552019644396, player_location_y=-0.8647514296761196, opponent_location_x=0.297715965888865, opponent_location_y=1.5758185959634314, ball_round=15, set=2, match_id=5, getpoint_player='B', roundscore_A=11, roundscore_B=21)
batch 1887: Pandas(Index=1887, rally_id=406, player=2, type=1, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=-0.0899390912684103, player_location_y=-0.736198666829341, opponent_location_x=0.6652396771021521, opponent_location_y=1.030715595763515, ball_round=1, set=3, match_id=5, getpoint_player=nan, roundscore_A=0, roundscore_B=1)
batch 1888: Pandas(Index=1888, rally_id=406, player=1, type=3, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=0.6583434287586948, player_location_y=0.6745188998937302, opponent_location_x=-0.0180357396427251, opponent_location_y=-0.7803488662957928, ball_round=2, set=3, match_id=5, getpoint_player=nan, roundscore_A=0, roundscore_B=1)
batch 1889: Pandas(Index=1889, rally_id=406, player=2, type=9, player_location_area=9.0, opponent_location_area=8.0, hit_area=3, player_location_x=-0.7560340347240443, player_location_y=-1.5943331516377617, opponent_location_x=-0.3871184017599049, opponent_location_y=0.940843398105884, ball_round=3, set=3, match_id=5, getpoint_player=nan, roundscore_A=0, roundscore_B=1)
batch 1890: Pandas(Index=1890, rally_id=406, player=1, type=7, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=-0.4732664193807397, player_location_y=1.0095885492647387, opponent_location_x=-0.4618873773037559, opponent_location_y=-1.3626995081656956, ball_round=4, set=3, match_id=5, getpoint_player=nan, roundscore_A=0, roundscore_B=1)
batch 1891: Pandas(Index=1891, rally_id=406, player=2, type=7, player_location_area=2.0, opponent_location_area=8.0, hit_area=2, player_location_x=1.0890158566677677, player_location_y=-0.5119635252605338, opponent_location_x=0.2003186976794689, opponent_location_y=0.8814699419813609, ball_round=5, set=3, match_id=5, getpoint_player=nan, roundscore_A=0, roundscore_B=1)
batch 1892: Pandas(Index=1892, rally_id=406, player=1, type=7, player_location_area=7.0, opponent_location_area=8.0, hit_area=1, player_location_x=0.8439191081543475, player_location_y=0.314920932355843, opponent_location_x=0.7456673521860879, opponent_location_y=-0.6759844692737058, ball_round=6, set=3, match_id=5, getpoint_player=nan, roundscore_A=0, roundscore_B=1)
batch 1893: Pandas(Index=1893, rally_id=406, player=2, type=8, player_location_area=7.0, opponent_location_area=7.0, hit_area=2, player_location_x=0.6559819720323624, player_location_y=-0.3679363941900782, opponent_location_x=0.4968361926345511, opponent_location_y=0.5226236215942652, ball_round=7, set=3, match_id=5, getpoint_player=nan, roundscore_A=0, roundscore_B=1)
batch 1894: Pandas(Index=1894, rally_id=406, player=1, type=9, player_location_area=9.0, opponent_location_area=8.0, hit_area=9, player_location_x=0.478221444793409, player_location_y=1.7711066547766947, opponent_location_x=-0.0348739112115051, opponent_location_y=-0.9743612019119778, ball_round=8, set=3, match_id=5, getpoint_player=nan, roundscore_A=0, roundscore_B=1)
batch 1895: Pandas(Index=1895, rally_id=406, player=2, type=6, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=-0.6774666396595554, player_location_y=-0.565162811981405, opponent_location_x=-0.0762767316084002, opponent_location_y=1.3554507427066784, ball_round=9, set=3, match_id=5, getpoint_player=nan, roundscore_A=0, roundscore_B=1)
batch 1896: Pandas(Index=1896, rally_id=406, player=1, type=8, player_location_area=2.0, opponent_location_area=8.0, hit_area=2, player_location_x=-1.0803005284306302, player_location_y=0.5902748330144428, opponent_location_x=-0.4602961610687027, opponent_location_y=-0.7606836643249654, ball_round=10, set=3, match_id=5, getpoint_player=nan, roundscore_A=0, roundscore_B=1)
batch 1897: Pandas(Index=1897, rally_id=406, player=2, type=4, player_location_area=9.0, opponent_location_area=8.0, hit_area=4, player_location_x=0.6132447211908718, player_location_y=-1.5207445768144865, opponent_location_x=-0.1804781199351633, opponent_location_y=0.9728113471588504, ball_round=11, set=3, match_id=5, getpoint_player='B', roundscore_A=0, roundscore_B=1)
batch 1898: Pandas(Index=1898, rally_id=409, player=2, type=1, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=-0.1254260345264492, player_location_y=-0.7032264507403623, opponent_location_x=0.6517555766876737, opponent_location_y=1.0533678997788445, ball_round=1, set=3, match_id=5, getpoint_player=nan, roundscore_A=2, roundscore_B=2)
batch 1899: Pandas(Index=1899, rally_id=409, player=1, type=3, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=0.4384298448576408, player_location_y=0.7143948892189176, opponent_location_x=-0.0402645984300132, opponent_location_y=-0.8141785636223347, ball_round=2, set=3, match_id=5, getpoint_player=nan, roundscore_A=2, roundscore_B=2)
batch 1900: Pandas(Index=1900, rally_id=409, player=2, type=4, player_location_area=8.0, opponent_location_area=8.0, hit_area=4, player_location_x=0.5022865314670077, player_location_y=-1.269838904173712, opponent_location_x=0.0906842698835043, opponent_location_y=0.9044179154272136, ball_round=3, set=3, match_id=5, getpoint_player=nan, roundscore_A=2, roundscore_B=2)
batch 1901: Pandas(Index=1901, rally_id=409, player=1, type=7, player_location_area=8.0, opponent_location_area=8.0, hit_area=8, player_location_x=-0.1058702633321658, player_location_y=1.0720570669266225, opponent_location_x=0.5948021689337645, opponent_location_y=-1.2938975801036732, ball_round=4, set=3, match_id=5, getpoint_player=nan, roundscore_A=2, roundscore_B=2)
batch 1902: Pandas(Index=1902, rally_id=409, player=2, type=7, player_location_area=8.0, opponent_location_area=8.0, hit_area=5, player_location_x=-0.7215292039297685, player_location_y=-0.7622640568596083, opponent_location_x=-0.234716679290674, opponent_location_y=0.9725287496881552, ball_round=5, set=3, match_id=5, getpoint_player=nan, roundscore_A=2, roundscore_B=2)
batch 1903: Pandas(Index=1903, rally_id=409, player=1, type=7, player_location_area=2.0, opponent_location_area=8.0, hit_area=2, player_location_x=-0.9070498341205564, player_location_y=0.5064516776369707, opponent_location_x=-0.6847305430488115, opponent_location_y=-0.8520225978433992, ball_round=6, set=3, match_id=5, getpoint_player=nan, roundscore_A=2, roundscore_B=2)
batch 1904: Pandas(Index=1904, rally_id=409, player=2, type=8, player_location_area=1.0, opponent_location_area=8.0, hit_area=1, player_location_x=-1.1628659811491124, player_location_y=-0.4096771901461207, opponent_location_x=-0.5919926313202926, opponent_location_y=0.7170643782793711, ball_round=7, set=3, match_id=5, getpoint_player=nan, roundscore_A=2, roundscore_B=2)
batch 1905: Pandas(Index=1905, rally_id=409, player=1, type=9, player_location_area=9.0, opponent_location_area=8.0, hit_area=4, player_location_x=-0.7344185628649452, player_location_y=1.7143274560209811, opponent_location_x=-0.4240309451584345, opponent_location_y=-0.9074726919967108, ball_round=8, set=3, match_id=5, getpoint_player=nan, roundscore_A=2, roundscore_B=2)
batch 1906: Pandas(Index=1906, rally_id=409, player=2, type=7, player_location_area=8.0, opponent_location_area=8.0, hit_area=2, player_location_x=0.8788982356521028, player_location_y=-0.6314793243730307, opponent_location_x=-0.0148616829767988, opponent_location_y=1.2056655342717224, ball_round=9, set=3, match_id=5, getpoint_player=nan, roundscore_A=2, roundscore_B=2)
batch 1907: Pandas(Index=1907, rally_id=409, player=1, type=3, player_location_area=7.0, opponent_location_area=8.0, hit_area=1, player_location_x=0.8424501981815264, player_location_y=0.3327524858716923, opponent_location_x=0.6509498911162095, opponent_location_y=-0.6546523098170077, ball_round=10, set=3, match_id=5, getpoint_player=nan, roundscore_A=2, roundscore_B=2)
batch 1908: Pandas(Index=1908, rally_id=409, player=2, type=9, player_location_area=9.0, opponent_location_area=8.0, hit_area=3, player_location_x=-0.6868588120019192, player_location_y=-1.503387572249214, opponent_location_x=-0.4262608878739565, opponent_location_y=0.7907840109063121, ball_round=11, set=3, match_id=5, getpoint_player=nan, roundscore_A=2, roundscore_B=2)
batch 1909: Pandas(Index=1909, rally_id=409, player=1, type=3, player_location_area=8.0, opponent_location_area=9.0, hit_area=8, player_location_x=-0.8270886623606568, player_location_y=0.7239652828963763, opponent_location_x=-0.5948605753049494, opponent_location_y=-1.401169901839116, ball_round=12, set=3, match_id=5, getpoint_player='A', roundscore_A=2, roundscore_B=2)
batch 1910: Pandas(Index=1910, rally_id=410, player=1, type=1, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=0.0477100212625385, player_location_y=0.8093128853015367, opponent_location_x=-0.4675736565903633, opponent_location_y=-0.8962808986717992, ball_round=1, set=3, match_id=5, getpoint_player=nan, roundscore_A=2, roundscore_B=3)
batch 1911: Pandas(Index=1911, rally_id=410, player=2, type=7, player_location_area=7.0, opponent_location_area=8.0, hit_area=7, player_location_x=-0.3968040008214857, player_location_y=-0.4995599523250987, opponent_location_x=-0.1246665987306983, opponent_location_y=0.7923818192800253, ball_round=2, set=3, match_id=5, getpoint_player=nan, roundscore_A=2, roundscore_B=3)
